Nama Restoran,Nama,Pengguna Gojek Sejak,Rating,Ulasan,Produk yang Dibeli,Tanggal Beli,Waktu Scraping
de jazzio - Nasi hainan Chasio,Levy Krisna,12 Desember 2018,5.0,makanananya enak dan bisa diorder lagi. Terima kasih.,Classic Chasio Chicken - Hainan Rice,25 Mei 2025,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,Surya,13 Maret 2016,5.0,"rasa masakan overall enak, aroma ayam chasio nya juga wangi .. cuma sedikit saran mungkin bakalan lebih enak lagi kalau nasi hainam nya lebih gurih & sedikit dikasih rasa asin buat seimbangin rasa dari saus manis nya, terima kasih",Classic Mixed - Hainan Rice,2 November 2024,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,Yenny,20 September 2018,4.0,Rasanya lumayan enak..tp sayang ga ada kuahnya jd kurang mantap..kalau boleh saran pakai kuah kaldu gt pasti enak bgt deh..,Classic Mixed - Hainan Rice - Classic Roasted Chicken - Hainan Rice,18 Maret 2024,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,W*****,26 Februari 2017,3.0,nasinya kurang ha ha ha,Classic Mixed - Hainan Rice,4 Desember 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,alfen gustav,29 September 2015,1.0,nasi sprt basi..ga enak sama skali,Classic Mixed - Hainan Rice,7 September 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,M*****,25 April 2020,5.0,Muantap polllll,Classic Mixed - Hainan Rice,18 Agustus 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,V***,20 September 2015,5.0,"nasi Hainan enak, ayam chasiu nya juga enak, bumbu juga pas rasanya 👍 bakal repeat order lagi next time",Classic Mixed - Hainan Rice - Blackjazz Rice - Classic Mixed Rice,11 Agustus 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,G******* U***,7 Juni 2017,5.0,"Enak! Emang sih porsi dagingnya terlihat lebih sedikit daripada yang si foto, tapi tetap mengenyangkan. Rasa nasi hainannya juga pas. Mungkin timunnya bisa ditambah sedikit.",Classic Mixed - Hainan Rice,10 Mei 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,Lisiana Lisiana,13 November 2018,5.0,sangat enak . bisa dijadikan langganan nih,Classic Roasted Chicken Rice - Classic Chasio Chicken - Hainan Rice,14 Maret 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,indah,11 Desember 2016,5.0,Baru pertama kali nyoba karena lagi pengen makan nasi Hainan. Rasanya enak dan porsinya pas.,Classic Mixed - Hainan Rice,4 Maret 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,rina hakso,29 Juni 2021,5.0,mantap mazehhh seep,Classic Roasted Chicken - Hainan Rice,25 Januari 2023,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,M** A**,7 September 2016,4.0,"makananan enak..pas
tp ga sesuai gambar...digambar ayamnya banyak..yo wes..mantul",Classic Roasted Chicken - Hainan Rice,29 Desember 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,gading pribadi,31 Desember 2017,5.0,"Order gara2 liat iklan, ternyata begini rasanya. Enak ternyata rasanya nasi hainan. Sehat gak berlemak dan halal. Thankyou semoga kualitasnya gak menurun ❤️",Classic Mixed - Hainan Rice,15 Desember 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,Okky octaviana,4 Agustus 2015,5.0,enak banget. worth to buy. porsi kenyang dijamin. saosnya enak. chasio enak. GA NYESAL pokoknya beli ini. menambah nafsu makan bgt. ini aku makan pas lagi sakit soalnya. thank you so much. semoga usahanya lancar jaya terus yaa. Sering2 promo 🤭,Classic Chasio Chicken Rice,28 November 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,Erni widodokusumo,9 September 2015,5.0,very good and so tasty,Classic Mixed - Hainan Rice - Classic Mixed Rice,16 Oktober 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,B****,5 April 2016,5.0,Mntp pak trm kasih,Classic Mixed - Hainan Rice - Classic Chasio Chicken Rice,1 September 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,Lina Sugianto,12 Februari 2016,5.0,"Satu kata.. enyaaaakkk men , TOP",Classic Mixed - Hainan Rice,9 Agustus 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,sandra,19 Desember 2017,5.0,enak.. tapi mahal,Classic Mixed Rice,3 Agustus 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,fenny gamawati,6 Februari 2018,5.0,enak  rekomend,Blackjazz Rice (NEW) - Classic Roasted Chicken - Hainan Rice,7 Juli 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,mas putra,23 Juli 2017,5.0,"mantap enak rasanya, dagingnya lembut, tauconya juga nendang",Classic Mixed - Hainan Rice,6 Juli 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,D****,18 September 2017,5.0,Enak pake banget,Classic Mixed - Hainan Rice,6 Juli 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,pravita ria kayana,15 Mei 2018,3.0,"ayamnya beberapa ada yg hijau
tolong kalo g layak jgn d jual
trima kasih",Classic Roasted Chicken Rice - Classic Chasio Chicken - Hainan Rice - Classic Mixed - Hainan Rice,31 Mei 2022,2025-07-11 07:34:04
de jazzio - Nasi hainan Chasio,J****** S,24 Maret 2022,4.0,"Nasi nya enak, tapi dagingnya sedikit kemanisan.",Classic Mixed - Hainan Rice,24 Mei 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,agus,17 Oktober 2021,1.0,porsinya lebih sedikit dari pesanan sebelumnya. ayamnya semakin sedikit harganya mahal.,Classic Chasio Chicken Rice - Classic Mixed - Hainan Rice - Classic Chasio Chicken - Hainan Rice,27 April 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,Kartika Aryani Tanggono,17 September 2018,5.0,enak bangettttt,Classic Roasted Chicken - Hainan Rice - Classic Mixed - Hainan Rice,21 April 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,Kartika Aryani Tanggono,17 September 2018,5.0,enak bangeeeettt,Classic Mixed - Hainan Rice,21 April 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,sandy ananda luhur,27 Juni 2016,5.0,Enakk dan porsinya sangat cukup😁👍,Classic Chasio Chicken - Hainan Rice,4 April 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,fifi,19 Mei 2017,5.0,"Muantap nih, bakal sering2 order. 👍",Classic Mixed - Hainan Rice,19 Februari 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,M****** A****** W******,11 Mei 2015,5.0,"enaknya kebangetan.
gaya gaya chinese bbq tapi halal.
awalnya skeptis masa bisa enak, ternyata ga kalah enaknya. chasionya favorite ku. bumbu cocolan coklatnya super mantap. disiram langsung juga. nasi hainamnya istimewa. love it",Classic Chasio Chicken - Hainan Rice,18 Februari 2022,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,R****** K*****,18 Agustus 2015,4.0,"biasanya packagingnya bagus tapi kali ini plastik kuahnya bocor jadi kotak yang bawah tergenang kuahnya
lain kali tolong di perhatikan",N/A,7 Juni 2018,2025-07-11 07:34:05
de jazzio - Nasi hainan Chasio,P****** P****,2 Desember 2015,2.0,very small portion,N/A,3 Juni 2018,2025-07-11 07:34:05
"Orchidtano Pizza, Gunawangsa Manyar Hotel",P*****,23 Desember 2016,4.0,mantab makanannya meskipun sederhana menunya,Gento Bowl 1a,10 Juli 2020,2025-07-11 07:34:27
"Orchidtano Pizza, Gunawangsa Manyar Hotel",P*****,23 Desember 2016,4.0,"porsi cukup, rasa masih kurang mantap dikit, kebersihan, kemasan bagus.",G-food A1,14 Mei 2020,2025-07-11 07:34:27
"Steak Hut, Mulyorejo",Lindra,25 Juli 2016,3.0,"Order 2 Tenderloin blackpaper, kroket kentang nya gak fresh. Rasa aneh, ada pahit² nya. Jd bikin sakit perut. 
Tolong kualitas makanan dijaga, spy customer tidak takut utk repeat order lagi.",Tenderloin Steak,3 Juli 2025,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",T**** Y*****,14 Mei 2018,5.0,Terima kasih enak semuaaa,Beef Teriyaki Bento - Fried Rice Seafood Bento,18 April 2025,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",Intan Mei,12 Maret 2017,3.0,"gosong ini sih ayamnya
kenapa kecil sskali juga",Chicken Cordon Bleu,5 November 2024,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",indahwati,14 Agustus 2017,5.0,gado gado enak. cumi enak. mantap,Tumis Cumi Cabe Ijo - Gado - Gado - Teh Tawar/Manis,14 Oktober 2024,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",I*********,5 Mei 2017,3.0,kroketnya cmn kentang biasa ga dicampur butter atau keju. kentangnya juga tidak halus masih ada kentang utuh di kroketnya,Soft Roll - Potato Croquettes,5 September 2024,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",K***** H*********,11 Februari 2018,4.0,Nasgornya ayamnya dikit,Spring Chicken (1 Portion) - Chicken Fried Rice,4 Februari 2023,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",Budi Gunarto,29 Juli 2017,5.0,enak sekali 👍👍👍👍👍,Grilled Snow Fish,27 April 2022,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",bobby,13 November 2015,2.0,saos sambel jgn pelit2. 1 steak segitu bnyk saos cuma 1. driver udah request nambah jg. steak req med well. dapetnya medium sedikit rare.. notes dibaca gak si? rasa tetap mantap lebih diperhatikan req nya aja.,Chicken Cream Soup - Tenderloin Black Paper - Steak Hut Omelette,14 Februari 2022,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",Veronika,30 Juli 2017,5.0,"mantap semu, bumbu banyak uenakk polll seneng banget sm steak hut",Tenderloin Steak Ori,9 Januari 2022,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",I***,24 Oktober 2016,3.0,"ribsnya keras,susah digigit",Nz Beef Ribs,26 Oktober 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",E***,17 September 2015,2.0,"mashed potato.nya hambar banget, ikannya gosong, saos steak encer banget",Red Salmon Steak,26 September 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",I*** M****,28 April 2018,5.0,"Gofood terus mantap , enak sekali 👍👍👍",Steak Hut Omelette - Chicken Steak Spicy,28 Agustus 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",H******,7 Agustus 2015,5.0,"packingnya bagus dan mewah, steaknya enak cuma tidak sesuai permintaan. minta steak well done tapi dikasih medium rare (karena untuk bumil jadi tidak bisa dimakan). rasanya enak, dan porsinya oke, saus disajikan dalam botol tersegel.",Tenderloin Steak Ori - Chicken  Steak Original,30 Juli 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",D*****,5 Agustus 2015,1.0,"Tidak dikasih jagung, biasanya ada jagung. Kentang sangat sedikit, tidak seperti biasanya. Jangan dikurang2i donk porsinya, kalau gini buat males mau beli lagi. KECEWA!!!!",Chicken Cordon Bleu,7 Agustus 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",T**** J*** S******,21 Oktober 2016,3.0,Daging steak Ayamnya keras.,Steak Hut Salad - Mixed Grill BBQ - Potato Croquettes - Bird Nest,16 Juli 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",S********,23 Februari 2016,5.0,sesuai permintaan yg saya tulis.  makasih banyak  puassss,Chicken  Steak Original - Mozarella Beef Roll - Spring Chicken (1/2 Portion),1 Juli 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",I****,17 Juli 2015,4.0,"masakannya enak tapi kurang higenis, ada laron hidup di menu sarang burung",Chicken Steak with Ham - Bird Nest,16 Juni 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",D*****,24 November 2016,2.0,"tidak dikasih sayuran
dan sudah sy kasih note mashed potato tp di kasih french fries",Mountain Burger Complete - Mozarella Beef Roll,23 Mei 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",L**** K***,27 Desember 2018,4.0,Sayurannya dingin dari kulkas. Kentangnya gak garing. Porsinya kurang.,Tenderloin Steak Ori - Chicken  Steak Original,28 April 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",D***,14 November 2015,5.0,grill snow fish is awesome😍.  corn with butter n cheese is the best😍,Corn With Butter & Cheese - Grilled Snow Fish - Potato Croquettes - Galantine,28 Januari 2021,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",M**** S******,17 April 2016,2.0,galantinnya gosong,Crispy Chicken Steak - Galantine - Durian Juice,12 Desember 2020,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",H**** L***,13 Juli 2015,5.0,mantappppp.. keep it up!!,Tenderloin Steak Ori - Steak Hut Omelette,15 Oktober 2020,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",O** J*** H***,6 Juli 2015,5.0,Terimakasih sdh berbagi dng yg membutuhkan,Traktir Driver Gojek 6,9 April 2020,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",A***,28 Agustus 2015,2.0,"sayur tukar kentang, dikasi sayur smua. skrg ada biaya parkir juga yg dikenakan.",Chicken Steak Original,12 Desember 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",A***,28 Agustus 2015,4.0,adem crut kentange,Chicken Steak Original,11 Desember 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",A***,28 Agustus 2015,4.0,hari ini asin banget,Chicken Steak Original,2 Desember 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",A***,28 Agustus 2015,5.0,yg lama promonya,Chicken Steak Original,28 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",A***,28 Agustus 2015,5.0,sayangnya cuman anget ga panas,Chicken Steak Original,27 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",L***,2 Agustus 2015,4.0,Steak ayamnya kurang empuk.,Chicken Steak Original,21 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",C****** V*******,15 Mei 2018,5.0,Kali ini agak terlalu asin steaknya,Chicken Steak Original,20 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",L***,2 Agustus 2015,4.0,Tender chicken meat,Chicken Steak Original,18 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",A***,28 Agustus 2015,2.0,nda anget dagingnya,Chicken Steak Original,17 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",R***** E***,24 Agustus 2015,4.0,"porsinya ikutan promo, daging lebih sedikit dibanding makan ditempat",Chicken Steak Original,15 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",K****** D*** W*****,1 September 2015,5.0,ada diskon jd murah,Spaghetti Bolognese,9 November 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",S****** M*******,29 Juli 2016,3.0,"Bolognaise yang aneh, maaf ya",Spaghetti Bolognese,23 Oktober 2019,2025-07-11 07:34:34
"Steak Hut, Mulyorejo",J***** N***** P****,14 Agustus 2015,2.0,Harga 30rb rasa 10rb,N/A,17 Mei 2018,2025-07-11 07:34:34
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",D***,21 Juli 2015,5.0,"Rasa tetap stabil, tidak berubah 👍🏻👍🏻. Terimakasih",Doctor Green - Power Ranger - Mango Sago Almond,19 Juni 2025,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Y** Y***,25 Oktober 2016,1.0,jangan pernah beli sendok salad dişini lagi ! Kita uda beli garpu . Tapi garpu ga di kirim akhirnya di suruh makan salad ala makan nasi padang ( uda gil#%##,Doctor Green - Cold Pressed Juice - Shine On - Fruit Salad With Granola Almond (Medium),26 April 2025,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",BFZ,7 Juli 2023,1.0,saya pesan jus 2 botol yang 1 sudah bau seperti mau rusak/basi,NEW Green Booster (Green Series) - Recovery Booster+,7 April 2025,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",𝔼ℙ𝕆𝕟𝕔𝕠𝕝,6 Maret 2018,5.0,"Fresh from the oven
Vegan mantao",Vegan Baby Sobek Smurf - Vegan Roti Sobek Chocochip,4 Desember 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Afifah Zahra,7 Januari 2018,5.0,favourite smoothieeeee has the right consistency and taste!,Berry Yoghurt Smoothies,17 Oktober 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Ahmad syarif,18 Agustus 2015,5.0,Enak banget dan gak ngebosenin 👍🤤,Vegan Fore Almond Butter 180g - Roti Tawar Vegan Low GI Multiseed,26 Agustus 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Poernomo,4 Februari 2016,5.0,enaaak bangettt..,Fruit Salad With Granola Almond ( Family size 4-5 person ),7 April 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Wildan Basharahil,16 Januari 2017,5.0,"Mantap, segerrr buat buka puasaa",Acai Smoothies - Mango Magic - Muscle Builder - Berry Yoghurt Smoothies - Dragons Smooch,23 Maret 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",indah widiastuti,31 Agustus 2015,5.0,enak.. segar.. sehat 👍👍❤,Doctor Green,20 Maret 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",dessy dania,11 Juni 2015,5.0,"My fave : salad buah plus yoghurt. Udah repuchase berkali2, very recommended",Fruit Salad With Granola Almond ( Family size 4-5 person ),25 Februari 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Ribka,6 Januari 2016,5.0,Sayurnya sudah basi. Perlu cek aroma dan rasa sebelum deliver. Pesanan mashed potato yg dikirimkan potato wedges. Kualitas tenderloin steaknya OKE.,Skinny Banana Bread (2 slices) - Berry Yogurt Bowl - Cold Pressed Juice - Beauty & The Beet,26 Februari 2024,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",J******,20 Mei 2018,2.0,"susunya dipisah jd fresh, rasanya b aja, mangganya cuma 6 biji kecil"", logannya 2 biji mostly just jelly and milk, very overpriced",Mango Sago Almond,17 Desember 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",S****,17 Agustus 2015,4.0,kondisi minuman beku dan persiapan / pengiriman lama,Cold Pressed Juice - Y.O.L.O - Doctor Green - Power Ranger,15 November 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",dessy dania,11 Juni 2015,5.0,"Pricey tapi enak, ya udahlah ya ada harga ada rupa 😁😁",Fruit Salad With Granola Almond ( Family size 4-5 person ),8 Oktober 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",F***,29 Maret 2022,4.0,berkali2 pesen baby toast pandan cheese biasanya warnanya hijau. ini bener2 putih kayak roti biasa.,Baby Toast Pandan Cheese - Roti Tawar Vegan Oat Bread - Skinny Banana Bread (2 slices) - Roti Tawar Vegan Low GI Multiseed,7 Agustus 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",D**** D****,11 Juni 2015,5.0,"Enyakkkk, i can finish the salad for family by myself ❤️❤️",Fruit Salad With Granola Almond ( Family size 4-5 person ),6 Agustus 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Ratna Kusumawati,11 Agustus 2015,4.0,packing salatny wAdahy kurang besar.biar bisa d tutup dan ngak berlepotan,Vegan Cinnamon Roll - Cold Pressed Juice -  The Smurfs (NEW) - Fruit Salad With Granola Almond ( Family size 4-5 person ) - Skinny Banana Bread (2 slices) - Skinny Brownies (2 slices) - Vegan Giraffe Bread (Roti Tawar) - Vegan Nood Almond Butter 180g,1 Juli 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Dewi suci afsari,7 Oktober 2017,3.0,"40 ribuan, tapi dikit bgt ya
saya pikir agak lebih banyak, 600ml mungkin lebih masuk akal untuk harga segitu",Cold Pressed Juice - Orange Blast,18 Mei 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",alex,20 September 2015,3.0,ternyata bukan fresh juice dan salad buahnya biasa sj tidak istimewa,Cold Pressed Juice - Shine On - Cold Pressed Juice - Orange Blast - Fruit Salad With Granola Almond ( medium size ),16 Mei 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",dessy dania,11 Juni 2015,3.0,"Bought this many times, this is the first time I gave 2star since the melon was not fresh. It had sour taste like it hadn’t been stored properly. Please, do regular checking, it’s not a cheap salad btw.",Fruit Salad With Granola Almond ( Family size 4-5 person ),13 Mei 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",K**** O******,6 November 2020,2.0,"The juice was still so frozen, there was still this big chunk of ice in the middle of the bottle. I think this is because the juice was kept in a freezer from the day before which shows that it isn’t exactly freshly made.",Doctor Green - Cold Pressed Juice - Love Struck,20 Februari 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",D**** D****,11 Juni 2015,4.0,"Beberapa kali beli nunggunya lama bgt pdhl kata babang gojek antriannya ga seberapa. Kasian jg gojeknya nunggu lama, lebih dari setengah jam di lokasi. Pdhl manggil gojeknya pun udah di 20 menitan after pesen.",Fruit Salad With Granola Almond ( Family size 4-5 person ),12 Februari 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Priska,12 Oktober 2017,5.0,"bagus, juice yg enak",NEW Green Booster (Green Series) - Kalefornia - Vegan Roti Sobek Chocochip,1 Februari 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",T***,7 Agustus 2015,3.0,"Buat sy kurang suka salad nya ga tau anak2 ,irisan buah gede2 😃",Fruit Salad With Granola Almond ( medium size ) - Cold Pressed Juice -  The Smurfs (NEW),28 Januari 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Y*****,25 Agustus 2015,1.0,Sebelumnya saya pernah dapat roti tawar yang sudah berjamur. Trs kemarin saya pesan granola ukuran 165gr dikirim yang 40gr. Minta ditukar 2 hr ga dikirim-kirim.,Premium Gluten Free Chiffon Cake - Rasa Taro - Honey Roasted Granola 175g - Premium Almond Mylk - Matcha (275mL) - Premium Almond Mylk - Chocolate (275mL),22 Januari 2023,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",H**** E***** R**** N*********,11 Januari 2016,5.0,Ga prnh mengecewakan.... selalu enakndan fresh. Thank you. Gbu abundantly,Cold Pressed Juice - Love Struck - Cold Pressed Juice - Heartbeet - Kalefornia - Cold Pressed Juice - The Hulk,14 Desember 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",B****,4 Agustus 2016,3.0,Porsinya minimalis hehehe,Fruit Salad With Granola Almond ( medium size ) - Teler Almond,12 November 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",O***** S********,27 Agustus 2019,1.0,"beli nastar bnr"" diluar ekspektasi, rasanya ga ada, cm selainya kemanisan, bungkus nya yg terparah, dalam toples nastar, nastarnya dibungkus plastik dan di tie, ternyata plastiknya bolong bukan bolong gunting tp bolong yg seperti niat awalnya mau dibakar aja tu plastik biar ke sealed gt . dan jadilah ky makan nastar plastik. not worth it, kue nya seukuran donat. speechless",Premium Gluten Free Chiffon Cake - Rasa Mocha - Guten Free & Vegan Nastar,21 November 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",M*****,25 Juni 2015,5.0,jusnya segar. packaging bagus.,Klepon Almond Dessert Jar - Unicorn Oat Bread Vegan Roti Tawar,15 November 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",M****** L*******,28 November 2017,5.0,anakku suka yg varian dragon blood,Cold Pressed Juice - Love Struck - Cold Pressed Juice - Copacabana (NEW) - Cold Pressed Juice - Dragon's Blood - Cold Pressed Juice - Shine On - Cold Pressed Juice - Orange Blast - Cold Pressed Juice - Heartbeet - Cold Pressed Juice - The Hulk,17 Oktober 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Z**,6 Februari 2016,3.0,"pesanan tdk sesuai deskripsi dan gambar, di deskripsi tertulis topping pisang, yg didapat topping apel, sementara di gambar topping strawberry. lbh baik diperbaiki, atau bisa dikomunikasikan dgn konsumen jika bisa kustomisasi topping",Acai Diet Bowl,5 November 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Siok Ah,7 Februari 2016,5.0,one of good choice for healthy sweet food and dessert. bagaimanapun masi butuh makanan manis.,Premium Gluten Free Chiffon Cake - Rasa Taro - Vegan Pandan Bun - Vegan Baby Sobek Smurf,3 November 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",B***********,26 Maret 2017,4.0,ternyata smoothie bowlnya kecil,Detox Bowl,30 Oktober 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",tika,30 September 2015,5.0,"presed juice, n desertnya enak.puowl, kemasan super rapi, repeatnoerder berkali kali, suksws terus ya",Cold Pressed Juice - Love Struck - Cold Pressed Juice - Orange Blast - Cold Pressed Juice - Dragon's Blood - Cold Pressed Juice - Shine On,13 September 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",maya anggraini,27 Desember 2020,5.0,mango sago enak,Mango Sago Almond,10 September 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",putu kentjana,16 November 2021,2.0,"di beri roti yg ke exp nya h-1, 😖",Doctor Green - Baby Toast Vegan Pandan - Vegan Red Bean Bun,10 September 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",ratih,31 Mei 2015,5.0,Enak banget 😊😊😊,Cold Pressed Juice - Love Struck - Cold Pressed Juice - Dragon's Blood - Cold Pressed juice - Black Magic - Acai Diet Bowl,25 Agustus 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",F******,3 Juni 2022,2.0,"rasanya ga enak dan baunya agak aneh, ga sperti biasanya. padahal sering beli almond coklat di sini 😔 tlg dijaga kualitasnya dong biar pelanggan tdk kecewa",Premium Almond Mylk - Chocolate (275mL),15 Agustus 2022,2025-07-11 07:34:41
"Frutamix Cold Pressed Juice & Healthy Smoothie Bowl, Sukolilo",Mike,16 September 2015,1.0,Rotinya keras dri kulkas,Fruit Salad With Granola Almond ( Family size 4-5 person ) - Vegan Pandan Bun,13 Agustus 2022,2025-07-11 07:34:41
